2456350.88940 16.205 0.005 4.13 508.0
2456360.85288 16.224 0.005 3.92 345.0
2456368.86624 16.212 0.005 4.59 309.0
2456373.84649 16.233 0.005 5.06 305.0
2456377.75765 16.246 0.006 4.55 572.0
2456380.80893 16.228 0.005 3.73 475.0
2456380.83254 16.231 0.005 3.88 453.0
2456386.88147 16.225 0.005 5.34 332.0
2456389.85886 16.237 0.005 4.36 326.0
2456393.89010 16.224 0.006 6.24 358.0
2456397.71471 16.222 0.005 4.72 364.0
2456400.70661 16.226 0.005 4.89 303.0
2456403.71388 16.245 0.005 5.00 364.0
2456407.70481 16.229 0.006 5.35 615.0
2456415.92111 16.237 0.006 5.47 342.0
2456418.76661 16.212 0.005 4.07 300.0
2456420.88070 16.213 0.005 3.60 296.0
2456424.69981 16.233 0.005 4.30 412.0
2456428.87399 16.223 0.005 4.67 364.0
2456432.92197 16.215 0.005 4.90 416.0
2456435.70518 16.237 0.006 4.66 535.0
2456443.68129 16.228 0.005 5.72 509.0
2456446.66451 16.232 0.005 3.77 327.0
2456448.62824 16.240 0.005 4.57 342.0
2456450.56694 16.233 0.006 4.98 478.0
2456451.90912 16.254 0.006 5.09 402.0
2456454.90755 16.246 0.006 5.77 351.0
2456457.87657 16.235 0.005 4.44 438.0
2456459.83124 16.240 0.005 4.05 420.0
2456462.69542 16.224 0.005 4.79 435.0
2456464.78305 16.222 0.006 4.32 626.0
2456474.72616 16.223 0.006 6.42 364.0
2456476.65171 16.217 0.006 5.08 360.0
2456479.59875 16.233 0.006 5.94 279.0
2456481.76144 16.227 0.006 5.39 344.0
2456486.54755 16.217 0.006 5.57 314.0
2456491.79289 16.214 0.006 5.55 445.0
2456497.70573 16.224 0.006 6.78 469.0
2456500.73770 16.225 0.007 7.09 495.0
2456506.66813 16.227 0.006 6.56 280.0
2456509.75618 16.253 0.006 6.77 406.0
2456515.48247 16.218 0.005 3.81 392.0
2456519.70498 16.245 0.005 4.58 406.0
2456526.70131 16.234 0.006 5.85 560.0
2456534.55288 16.241 0.005 4.70 358.0
2456543.56219 16.235 0.005 4.68 320.0
2456555.60455 16.219 0.006 5.45 520.0
2456563.56730 16.216 0.006 6.06 319.0
2456569.61168 16.232 0.006 6.03 354.0
2456579.51633 16.230 0.006 5.22 579.0
