2459795.60432 15.233 0.003 5.74 415.0
2459795.64250 15.248 0.003 5.34 406.0
2459795.67608 15.236 0.004 7.38 441.0
2459795.71140 15.247 0.004 7.36 473.0
2459795.74453 15.242 0.004 6.91 517.0
2459796.54332 15.248 0.004 6.30 463.0
2459796.65338 15.236 0.003 5.34 425.0
2459796.68750 15.250 0.003 5.71 419.0
2459796.72358 15.245 0.003 6.30 423.0
2459796.75657 15.238 0.003 6.57 454.0
2459797.58766 15.237 0.004 6.31 521.0
2459797.62054 15.244 0.004 6.60 528.0
2459797.65468 15.241 0.004 6.78 497.0
2459797.70165 15.235 0.003 5.84 528.0
2459797.74276 15.239 0.004 6.31 531.0
2459798.49790 15.230 0.005 7.74 802.0
2459798.53193 15.235 0.005 7.53 771.0
2459804.48338 15.235 0.003 5.23 704.0
2459804.51632 15.247 0.004 5.51 712.0
2459804.55088 15.246 0.003 5.29 617.0
2459804.58608 15.259 0.004 5.77 622.0
2459804.61935 15.253 0.004 6.59 661.0
2459804.65376 15.240 0.004 7.03 715.0
2459804.69217 15.235 0.004 6.46 725.0
2459805.50689 15.236 0.004 6.01 489.0
2459805.54051 15.250 0.004 5.08 786.0
2459805.57575 15.241 0.003 4.97 591.0
2459805.60909 15.244 0.003 5.67 600.0
2459805.64212 15.244 0.003 5.38 580.0
2459805.67545 15.249 0.003 5.70 608.0
2459805.70838 15.246 0.004 6.02 641.0
2459805.74126 15.245 0.004 6.95 680.0
2459806.59450 15.243 0.004 7.54 660.0
2459806.63651 15.239 0.004 7.04 518.0
2459806.67277 15.247 0.004 6.73 565.0
2459806.70587 15.249 0.004 6.17 598.0
2459807.47976 15.262 0.004 6.31 713.0
2459807.52234 15.243 0.003 6.02 438.0
2459807.56954 15.245 0.003 5.43 431.0
2459807.62410 15.240 0.003 5.94 450.0
2459807.67970 15.250 0.003 5.83 471.0
2459807.71314 15.247 0.004 6.92 514.0
2459807.74497 15.249 0.003 5.24 509.0
2459808.50803 15.232 0.004 6.16 429.0
2459808.56759 15.236 0.003 5.74 408.0
2459808.64514 15.244 0.004 5.97 418.0
2459808.68015 15.255 0.004 6.95 485.0
2459808.71682 15.246 0.003 5.55 477.0
2459809.56738 15.251 0.004 7.91 425.0
2459809.60149 15.254 0.004 6.59 410.0
2459809.63696 15.249 0.004 7.14 399.0
2459809.71156 15.238 0.003 6.18 478.0
2459810.50619 15.246 0.003 4.13 379.0
2459810.55252 15.246 0.003 4.09 387.0
2459810.67960 15.246 0.003 5.40 398.0
2459811.48308 15.241 0.004 6.58 493.0
2459811.51630 15.258 0.003 5.87 393.0
2459811.58329 15.242 0.003 6.04 383.0
2459811.69066 15.245 0.003 4.76 408.0
2459811.72875 15.249 0.003 4.65 444.0
2459812.50106 15.246 0.004 6.55 421.0
2459812.54278 15.244 0.004 7.78 405.0
2459812.66214 15.239 0.003 6.33 393.0
2459813.47947 15.235 0.005 7.74 953.0
2459813.51304 15.242 0.004 7.05 432.0
2459813.68593 15.246 0.004 6.76 393.0
2459813.72112 15.235 0.003 6.90 399.0
2459814.50225 15.243 0.003 5.87 439.0
2459814.55639 15.247 0.003 5.48 413.0
2459814.58980 15.237 0.003 5.87 410.0
2459814.67923 15.240 0.004 6.86 466.0
2459814.71224 15.246 0.004 7.19 458.0
2459815.51014 15.250 0.003 4.83 414.0
2459815.55422 15.244 0.003 5.47 425.0
2459815.58770 15.243 0.003 5.92 430.0
2459815.71058 15.242 0.003 5.02 448.0
2459816.49769 15.238 0.004 7.26 448.0
2459816.53320 15.246 0.004 6.79 439.0
2459816.56753 15.244 0.003 5.88 425.0
2459816.66152 15.245 0.003 5.82 407.0
2459817.49587 15.251 0.004 6.50 492.0
2459817.54327 15.244 0.003 4.72 465.0
2459817.59362 15.242 0.003 5.20 451.0
2459817.64252 15.239 0.003 6.95 469.0
2459817.71009 15.242 0.003 5.52 488.0
2459818.54905 15.235 0.004 7.33 523.0
2459818.58477 15.243 0.004 8.50 523.0
2459819.49507 15.254 0.003 4.33 533.0
2459819.55365 15.244 0.003 4.88 471.0
2459819.58970 15.245 0.003 5.31 462.0
2459820.48416 15.231 0.004 6.45 646.0
2459820.51997 15.252 0.004 7.56 488.0
2459820.55577 15.247 0.003 5.74 474.0
2459820.68516 15.235 0.003 5.98 467.0
2459821.50730 15.245 0.003 5.64 450.0
2459821.54368 15.253 0.003 5.98 405.0
2459821.66880 15.242 0.003 5.80 469.0
2459822.49502 15.243 0.003 5.82 502.0
2459822.53207 15.241 0.003 5.77 476.0
2459822.57975 15.241 0.003 6.20 465.0
2459823.56954 15.248 0.004 7.24 511.0
2459823.60501 15.238 0.004 6.88 519.0
2459823.68513 15.249 0.004 7.89 531.0
2459824.54457 15.231 0.004 7.30 588.0
2459824.57977 15.247 0.004 7.57 596.0
2459824.68121 15.243 0.004 6.44 471.0
2459825.64750 15.244 0.004 7.17 624.0
2459829.55807 15.250 0.004 7.11 915.0
2459829.64560 15.228 0.005 8.01 1025.0
2459830.63644 15.244 0.004 6.73 894.0
2459831.48252 15.247 0.004 6.34 1161.0
2459831.52263 15.238 0.004 6.13 747.0
2459831.57134 15.251 0.004 6.72 756.0
2459831.61513 15.246 0.004 6.16 809.0
2459832.49461 15.244 0.004 7.20 791.0
2459832.53265 15.238 0.004 7.22 744.0
2459832.56811 15.241 0.004 7.41 775.0
2459834.48483 15.248 0.004 5.90 825.0
2459834.52898 15.248 0.003 5.42 623.0
2459834.56450 15.246 0.004 6.11 683.0
2459834.60130 15.241 0.004 7.05 695.0
2459834.63901 15.239 0.004 6.00 726.0
2459835.54243 15.232 0.004 8.13 532.0
2459835.59290 15.242 0.004 7.11 613.0
2459835.62829 15.238 0.004 6.50 605.0
2459836.48643 15.226 0.005 7.94 931.0
2459836.64784 15.242 0.004 7.56 639.0
2459837.64713 15.235 0.003 5.78 608.0
2459838.52594 15.253 0.003 5.91 507.0
2459838.57421 15.242 0.003 6.32 515.0
2459838.61001 15.239 0.003 6.39 509.0
2459840.48359 15.239 0.005 7.15 1104.0
2459840.51882 15.241 0.004 8.03 478.0
2459840.55456 15.236 0.004 7.70 480.0
2459840.59272 15.229 0.004 7.59 500.0
2459841.48689 15.249 0.004 6.97 919.0
2459841.53111 15.244 0.004 6.45 521.0
2459841.56628 15.244 0.003 5.58 529.0
2459841.60149 15.244 0.004 6.54 558.0
2459843.54616 15.235 0.004 7.10 524.0
2459843.58177 15.225 0.004 6.34 502.0
2459844.50081 15.238 0.003 5.92 548.0
2459844.54260 15.227 0.004 7.29 525.0
2459844.57824 15.243 0.003 6.20 516.0
2459844.61364 15.241 0.004 6.98 548.0
2459845.51257 15.247 0.004 7.43 494.0
2459845.54882 15.235 0.004 7.01 476.0
2459845.58646 15.245 0.003 6.65 478.0
2459846.55474 15.239 0.004 7.40 533.0
2459846.59155 15.232 0.004 6.86 538.0
2459848.51736 15.240 0.004 7.47 550.0
2459848.55255 15.231 0.004 6.85 561.0
2459848.58768 15.235 0.004 6.86 579.0
2459848.62336 15.248 0.003 6.19 547.0
2459850.51991 15.239 0.004 7.33 524.0
2459850.57847 15.244 0.004 6.78 521.0
