2456393.67178 14.614 0.004 5.80 79.0
2456438.74212 14.613 0.004 5.00 183.0
2456465.71722 14.611 0.004 5.99 154.0
2456467.73736 14.608 0.005 6.24 156.0
2456494.65550 14.610 0.005 6.29 184.0
2456520.51876 14.616 0.004 4.51 92.0
2456521.54999 14.616 0.004 5.27 102.0
2456522.56186 14.621 0.004 4.74 124.0
2456739.89447 14.613 0.003 3.50 117.0
2456740.91167 14.616 0.003 3.45 94.0
2456766.88071 14.613 0.003 4.11 96.0
2456767.89401 14.621 0.004 4.87 89.0
2456793.74994 14.610 0.004 3.56 153.0
2456795.73644 14.605 0.004 3.81 91.0
2456803.59935 14.622 0.005 5.04 46.0
2456822.77849 14.608 0.005 5.33 319.0
2456849.67472 14.612 0.005 6.50 154.0
2456877.58677 14.615 0.005 5.73 133.0
2456905.52803 14.604 0.006 7.81 180.0
2456931.50751 14.611 0.005 6.11 118.0
2457060.83087 14.622 0.004 5.26 106.0
2457061.81617 14.607 0.004 4.45 126.0
2457062.82462 14.615 0.004 4.38 117.0
2457063.79871 14.616 0.005 5.27 104.0
2457064.81853 14.623 0.004 4.51 112.0
2457065.80676 14.616 0.004 4.16 93.0
2457066.83412 14.610 0.004 5.32 73.0
2457067.80514 14.603 0.004 5.02 87.0
2457068.82647 14.620 0.004 4.12 74.0
2457069.81680 14.610 0.004 4.18 69.0
2457070.80015 14.609 0.004 4.14 59.0
2457071.82452 14.614 0.004 3.67 62.0
2457074.79485 14.617 0.005 7.61 71.0
2457075.79066 14.606 0.004 5.62 64.0
2457076.78893 14.608 0.004 4.49 68.0
2457077.78343 14.606 0.004 3.81 73.0
2457078.76838 14.608 0.005 5.46 64.0
2457079.75231 14.610 0.005 6.27 76.0
2457080.75521 14.605 0.004 4.74 69.0
2457082.75269 14.623 0.005 5.61 85.0
2457083.76386 14.615 0.004 4.48 89.0
2457084.75321 14.609 0.004 3.90 103.0
2457085.72533 14.624 0.004 4.38 129.0
2457086.77045 14.610 0.005 4.37 136.0
2457087.72051 14.620 0.005 4.97 148.0
2457089.74108 14.623 0.004 4.08 111.0
2457090.75536 14.612 0.004 4.77 105.0
2457091.73251 14.618 0.004 4.63 108.0
2457092.73926 14.607 0.005 5.50 117.0
2457093.72763 14.621 0.004 3.97 95.0
2457097.72307 14.618 0.004 4.03 63.0
2457098.72907 14.621 0.004 4.13 73.0
2457099.74930 14.631 0.004 4.24 57.0
2457100.71090 14.608 0.004 4.40 73.0
2457108.70535 14.609 0.005 6.21 73.0
2457109.67454 14.612 0.005 6.30 84.0
2457110.69246 14.614 0.004 4.01 68.0
2457111.69545 14.608 0.004 4.02 72.0
2457112.69479 14.621 0.005 6.23 95.0
2457113.66924 14.618 0.005 5.36 92.0
2457115.64974 14.623 0.005 4.70 124.0
2457117.65246 14.608 0.005 4.74 150.0
2457118.67624 14.614 0.004 4.18 158.0
2457119.66306 14.609 0.005 4.94 140.0
2457125.64846 14.608 0.005 5.97 67.0
2457129.65127 14.615 0.005 5.99 81.0
2457130.62232 14.618 0.004 4.52 68.0
2457131.62371 14.606 0.004 4.17 76.0
2457132.61626 14.614 0.005 4.79 99.0
2457134.58719 14.610 0.005 7.72 80.0
2457135.61619 14.605 0.004 3.80 77.0
2457136.60899 14.610 0.004 4.69 79.0
2457137.57973 14.597 0.004 4.49 99.0
2457138.58770 14.608 0.005 7.45 94.0
2457139.57718 14.611 0.005 6.23 94.0
2457140.58621 14.606 0.004 4.58 108.0
2457141.56965 14.624 0.004 4.54 106.0
2457142.60288 14.614 0.004 4.04 108.0
2457143.58320 14.615 0.005 4.71 126.0
2457144.57551 14.609 0.005 5.06 161.0
2457146.57240 14.620 0.005 4.26 210.0
2457147.56133 14.608 0.005 5.92 200.0
2457148.71082 14.615 0.005 4.67 229.0
2457150.56366 14.598 0.005 6.99 109.0
2457150.74087 14.612 0.004 4.88 103.0
2457152.72308 14.612 0.004 4.57 98.0
2457153.55901 14.602 0.004 4.80 83.0
2457155.56896 14.615 0.005 4.68 96.0
2457156.54516 14.606 0.004 4.13 100.0
2457157.55779 14.608 0.004 4.36 88.0
2457158.53543 14.619 0.005 4.73 101.0
2457159.54092 14.609 0.004 4.00 102.0
2457160.52411 14.611 0.005 5.57 90.0
2457161.54843 14.611 0.004 4.46 75.0
2457163.58080 14.602 0.005 5.81 87.0
2457166.52149 14.609 0.005 6.01 98.0
2457169.52523 14.609 0.004 4.58 83.0
2457170.53803 14.615 0.005 5.31 92.0
2457172.52154 14.600 0.005 5.94 158.0
2457173.48831 14.617 0.005 5.62 169.0
2457203.69647 14.618 0.005 4.98 138.0
2457204.68699 14.609 0.005 4.61 149.0
2457205.68208 14.601 0.005 6.05 165.0
2457230.62218 14.606 0.004 4.93 96.0
2457260.53324 14.613 0.005 6.57 114.0
2457286.48730 14.605 0.005 7.36 94.0
2457287.49172 14.611 0.005 7.58 106.0
2457412.86182 14.622 0.005 6.27 142.0
2457424.83194 14.615 0.004 4.68 60.0
2457427.81285 14.618 0.005 5.91 75.0
2457433.78412 14.609 0.004 5.10 57.0
2457436.77843 14.628 0.004 5.18 62.0
2457439.79159 14.612 0.004 4.64 107.0
2457442.77395 14.615 0.004 4.65 127.0
2457445.78517 14.611 0.004 4.90 98.0
2457448.78950 14.615 0.004 5.37 69.0
2457453.74848 14.612 0.004 4.14 62.0
2457461.73647 14.614 0.004 4.34 64.0
2457466.72467 14.612 0.005 5.67 93.0
2457473.70904 14.618 0.005 5.72 119.0
2457479.74939 14.598 0.004 4.93 65.0
2457485.65007 14.614 0.005 6.59 60.0
2457500.63453 14.608 0.005 5.33 141.0
2457560.69385 14.605 0.004 4.52 158.0
2457568.45453 14.623 0.006 6.30 604.0
2457584.46918 14.614 0.005 7.11 112.0
2457789.87642 14.609 0.004 4.41 54.0
2457793.82346 14.612 0.005 5.95 109.0
2457802.79566 14.617 0.005 6.82 86.0
2457824.74846 14.613 0.005 4.67 136.0
2457834.76307 14.617 0.005 6.95 56.0
2457844.67880 14.615 0.005 6.57 58.0
2457852.68511 14.624 0.006 7.03 95.0
2457906.54405 14.617 0.005 5.10 89.0
2458175.78420 14.630 0.005 4.58 67.0
2458187.90456 14.602 0.004 4.01 90.0
2458216.87479 14.616 0.005 4.92 64.0
2458513.85144 14.616 0.004 5.83 66.0
2458532.79180 14.626 0.005 5.85 106.0
2458543.88239 14.614 0.004 3.56 51.0
2458552.77177 14.607 0.005 6.87 51.0
2458561.74038 14.607 0.004 4.21 85.0
2458567.72718 14.600 0.004 4.07 94.0
2458577.68331 14.589 0.005 6.87 61.0
2458592.68041 14.604 0.005 5.92 313.0
2458611.72787 14.618 0.004 5.15 53.0
2458627.55945 14.603 0.004 4.62 62.0
2458641.52045 14.613 0.004 5.26 84.0
2458656.50480 14.618 0.004 6.17 58.0
2458707.48061 14.608 0.005 6.62 110.0
2458898.84469 14.602 0.004 5.81 55.0
